oldid,genre_ids,id,popularity,title,vote_average,revenue
6715,"[27, 9648, 878, 53]",340837,23.056,A Cure for Wellness,6.3,26620002
5554,"[16, 18, 14]",431819,39.533,Fireworks,6.5,26617621
4276,"[12, 16, 35, 10751, 14]",77459,24.044,A Monster in Paris,6.8,26611650
124,"[878, 18]",185,39.765,A Clockwork Orange,8.2,26589000
8088,"[10749, 18]",215211,11.571,Grace of Monaco,6.0,26576000
8250,"[27, 35]",9406,14.301,An American Werewolf in Paris,6.0,26570463
6659,"[18, 10749]",11034,17.437,The Great Gatsby,6.3,26533200
4795,"[36, 12, 10752, 28]",12246,21.439,Mongol: The Rise of Genghis Khan,6.7,26527510
6407,"[27, 9648, 53]",10766,19.083,Damien: Omen II,6.4,26518355
7258,[35],11017,17.82,Billy Madison,6.2,26488734
8270,"[16, 10751, 14, 35]",454699,19.192,Monster Family,6.0,26441892
492,[35],180147,23.87,We Are the Nobles,7.9,26433651
5326,"[18, 28, 80, 53]",17689,15.189,The Gauntlet,6.6,26414658
3602,"[18, 10402]",10560,10.478,Center Stage,7.0,26385941
8436,"[35, 18, 10749]",11777,12.194,I.Q.,5.9,26381221
5743,"[80, 35]",2360,12.14,Saving Grace,6.5,26330482
3598,[35],425134,26.421,How to Be a Latin Lover,7.0,26251899
9658,"[18, 35, 10749]",222936,16.386,Aloha,5.5,26250020
3389,"[10751, 16, 35, 12, 14]",458253,22.331,Missing Link,7.0,26249469
9172,"[35, 53, 80]",2122,14.79,The Whole Ten Yards,5.7,26155781
1812,"[18, 36, 10752]",289222,15.312,The Zookeeper's Wife,7.4,26152835
3232,"[18, 10749]",8293,9.901,Howards End,7.0,26126837
1766,"[18, 9648, 27]",2291,17.718,Jacob's Ladder,7.4,26118851
3700,"[18, 10749]",24684,12.249,An Education,6.9,26096852
235,"[18, 36]",1955,20.888,The Elephant Man,8.1,26010864
249,"[80, 18, 53]",11423,27.369,Memories of Murder,8.1,26000000
6594,"[80, 18]",438808,17.402,White Boy Rick,6.3,26000000
8989,"[35, 10402]",14123,15.142,Bratz,5.8,26000000
3123,"[53, 36, 18, 28]",522241,38.215,The Courier,7.1,26000000
3026,"[18, 10749]",283552,15.472,The Light Between Oceans,7.1,25975621
7472,"[14, 35, 10751]",16084,8.765,Freaky Friday,6.1,25942000
5422,"[80, 18]",2148,13.726,The Cotton Club,6.6,25928721
7943,[35],9298,15.063,Ali G Indahouse,6.0,25900000
4143,"[28, 35, 878]",2614,19.178,Innerspace,6.8,25893810
283,"[16, 10751, 35, 14]",550205,69.796,Wish Dragon,8.0,25860000
3629,"[18, 10749]",10445,12.13,Shadowlands,6.9,25842000
3356,"[27, 28, 53, 80]",755,29.105,From Dusk Till Dawn,7.0,25836616
8723,"[37, 36, 10752, 18]",10733,14.2,The Alamo,5.8,25819961
5980,"[18, 53]",38363,8.987,Fair Game,6.5,25806953
7880,"[28, 18, 9648, 53, 80]",9415,19.862,Murder at 1600,6.1,25804707
5438,"[18, 27, 53]",9529,14.425,Candyman,6.6,25792310
778,"[80, 28, 12]",581528,111.791,"The Gangster, the Cop, the Devil",7.7,25775371
2591,"[18, 10749]",97365,14.067,Rust and Bone,7.2,25762027
1829,"[18, 28, 36]",395991,39.281,Only the Brave,7.4,25754775
3601,"[28, 80, 53]",13809,20.009,RocknRolla,7.0,25739015
7950,[53],524247,17.973,The Intruder,6.0,25724305
2057,[27],377,39.766,A Nightmare on Elm Street,7.3,25685134
6863,"[35, 10749]",15037,13.6,Can't Hardly Wait,6.3,25605015
8765,[35],354861,13.88,Father Figures,5.8,25601244
7386,[35],14170,7.535,Funny Farm,6.2,25537221
5496,[27],11281,25.804,Halloween II,6.6,25533818
4378,[35],318917,14.63,Look Who's Back,6.8,25513752
5839,"[10749, 35, 10751]",11899,14.218,The Muppets Take Manhattan,6.5,25500000
7977,"[14, 27, 53, 878]",4961,16.616,Mimic,6.0,25480490
7390,"[18, 35]",284296,11.099,Top Five,6.2,25434291
3881,"[53, 28, 80]",8068,19.313,Desperado,6.9,25405445
8542,"[28, 27, 80, 53]",8398,15.978,The Hitcher,5.9,25399945
1088,"[18, 36, 10752]",41411,14.925,The Round Up,7.6,25346148
7502,"[12, 28, 53, 80]",81390,11.609,A Lonely Place to Die,6.1,25345000
7851,"[35, 27]",184345,68.545,A Haunted House 2,6.1,25343661
2703,"[35, 10749, 12, 10751]",11575,14.298,The Great Race,7.2,25333333
6629,"[35, 27, 878]",512196,20.929,Happy Death Day 2U,6.3,25327500
7744,"[35, 18, 10749]",253235,9.02,And So It Goes,6.1,25312387
7049,"[35, 10749]",5968,18.026,The Woman in Red,6.2,25308147
9405,"[28, 12, 14, 10752]",9703,18.844,The Last Legion,5.6,25303038
4729,"[35, 18, 10749]",209263,11.72,Enough Said,6.7,25288872
17,[37],429,57.884,"The Good, the Bad and the Ugly",8.5,25253887
4583,"[80, 18, 28, 53, 27]",9411,20.066,Fallen,6.7,25232289
2392,[18],9701,17.186,North Country,7.2,25224242
1456,"[35, 10749]",2690,14.852,Irma la Douce,7.5,25200000
7590,"[35, 10751]",15413,13.151,Don't Tell Mom the Babysitter's Dead,6.1,25196249
6808,"[878, 53, 27]",145135,19.813,Dark Skies,6.3,25174316
3092,"[35, 10749]",556678,22.788,Emma.,7.1,25155355
2331,[18],45958,10.002,Biutiful,7.2,25147786
3986,"[28, 12, 18, 10751]",11076,14.409,Fly Away Home,6.9,25143818
9467,"[35, 28, 80]",146375,11.701,On the Other Side of the Tracks,5.6,25109572
2626,"[10749, 35, 18]",16562,14.473,The Cutting Edge,7.2,25105517
6561,"[80, 18, 9648, 53]",8197,10.046,Midnight in the Garden of Good and Evil,6.3,25105255
4518,"[37, 18, 28, 12]",12160,19.165,Wyatt Earp,6.8,25052000
3646,"[28, 12, 878]",10643,15.177,Godzilla 2000: Millennium,6.9,25037390
4709,"[28, 18, 36, 10752]",316152,20.209,Free State of Jones,6.7,25035950
6722,"[35, 878]",11285,14.956,Cocoon: The Return,6.3,25024919
5671,[35],11543,16.38,Kingpin,6.5,25023434
5845,"[18, 10751]",11521,9.293,Little Man Tate,6.5,25010896
2976,"[80, 18, 53]",7972,18.183,Before the Devil Knows You're Dead,7.1,25005257
3426,"[18, 35, 37]",298382,13.929,The Dressmaker,7.0,25003426
8304,"[35, 18, 10749]",13159,8.417,Georgia Rule,6.0,25000167
121,"[35, 18, 10749]",284,22.627,The Apartment,8.2,25000000
7533,"[16, 35, 18]",12593,13.737,Fritz the Cat,6.1,25000000
1323,"[36, 28, 18]",206324,8.721,Bhaag Milkha Bhaag,7.5,25000000
7290,"[27, 53]",12262,19.962,The Hills Have Eyes,6.2,25000000
5232,"[28, 878]",10803,12.885,Logan's Run,6.6,25000000
193,"[35, 10402, 10749, 80]",239,28.507,Some Like It Hot,8.1,25000000
4618,"[80, 35, 28]",8348,14.487,Thunderbolt and Lightfoot,6.7,25000000
2148,"[18, 10749]",34653,15.615,A Single Man,7.3,24964890
2480,"[27, 9648, 878]",11850,12.888,Invasion of the Body Snatchers,7.2,24946533
6090,"[35, 18]",411741,13.147,Ingrid Goes West,6.4,24931915
3203,"[35, 27]",11797,21.726,Fright Night,7.0,24922237
4616,"[10752, 35, 18]",10364,10.289,Catch-22,6.7,24911670
6532,"[18, 36]",293646,12.911,The 33,6.3,24902723
8153,"[18, 10749]",10922,13.325,The Human Stain,6.0,24900000
3210,[35],505600,28.397,Booksmart,7.0,24849029
9786,"[35, 27, 53]",11249,78.217,Seed of Chucky,5.4,24829644
2233,"[36, 18, 9648]",11450,12.122,Quiz Show,7.3,24822619
4617,"[27, 18, 14]",9100,28.465,The Craft,6.7,24819936
7562,"[35, 18]",59968,10.297,Our Idiot Brother,6.1,24816118
2336,"[18, 36]",323677,16.32,Race,7.2,24804129
5244,"[28, 12]",604872,18.521,Skyfire,6.6,24800000
2553,"[35, 18]",9388,16.59,Thank You for Smoking,7.2,24793509
5589,[18],10502,11.436,The Man Without a Face,6.5,24760338
6009,"[18, 53]",5125,16.627,Rendition,6.5,24748670
3762,[18],1412,17.887,"Sex, Lies, and Videotape",6.9,24741667
5076,"[12, 18, 10749]",78698,12.846,Big Miracle,6.6,24719215
6512,"[18, 10749]",6440,11.952,The Shipping News,6.4,24690441
2881,"[35, 18, 10749]",8051,16.695,Punch-Drunk Love,7.1,24665649
3976,"[27, 9648, 53]",619778,63.755,Malignant,6.9,24640084
3325,"[35, 18, 36]",402897,15.512,The Death of Stalin,7.0,24640027
1743,"[12, 28, 53, 878]",8810,24.794,Mad Max 2,7.4,24600832
6637,[35],331836,11.956,Babysitting 2,6.3,24563629
645,"[53, 10749, 9648]",303,17.887,Notorious,7.8,24500000
453,[18],60243,14.938,A Separation,7.9,24426169
3454,"[35, 18]",394741,13.32,Stan & Ollie,7.0,24420923
2675,"[12, 18, 35]",4538,14.244,The Darjeeling Limited,7.2,24377151
201,"[16, 18, 14]",149871,21.739,The Tale of The Princess Kaguya,8.1,24366656
636,"[28, 9648, 878]",530254,36.761,The Witch: Part 1. The Subversion,7.8,24340302
7692,"[35, 18]",11858,9.298,Renaissance Man,6.1,24332324
8347,[35],2029,7.554,Tanguy,5.9,24272365
5638,[28],9399,30.133,Lionheart,6.5,24271196
6527,"[18, 10749, 35]",21866,13.282,Bronco Billy,6.4,24265583
5188,"[53, 80, 18, 9648]",68727,13.143,Trance,6.6,24261569
7387,"[80, 35, 36, 9648, 53]",664469,116.814,Amsterdam,6.1,24211191
4910,"[16, 28, 878]",44251,72.609,Dragon Ball Z: Broly – Second Coming,6.7,24200000
4509,[18],11313,15.597,Hearts in Atlantis,6.8,24185781
3908,"[18, 36]",127560,12.912,The Railway Man,6.9,24174885
3584,"[18, 12, 36]",49009,14.754,The Way Back,7.0,24172201
1260,[18],179144,14.032,The Great Beauty,7.5,24164400
9560,"[35, 10749]",50647,18.226,Wanderlust,5.5,24159934
9797,[28],11037,13.1,Iron Eagle,5.4,24159872
5016,"[28, 18, 80, 10752]",11443,12.204,Dead Presidents,6.7,24147179
4443,"[18, 27, 9648]",41402,21.111,Let Me In,6.8,24145613
2998,"[18, 36]",310307,24.605,The Founder,7.1,24121245
9873,"[35, 80, 18, 9648]",338964,18.487,Bad Santa 2,5.4,24079268
3016,"[80, 53, 10749]",14412,22.883,Body Heat,7.1,24058838
9679,"[28, 80, 878, 53]",9271,13.022,Virtuosity,5.5,24048000
9769,"[35, 80, 18]",16991,9.667,Observe and Report,5.4,24007324
2494,"[16, 28, 878]",39108,78.651,Dragon Ball Z: Wrath of the Dragon,7.2,24000000
4254,"[10752, 28, 18, 36]",14097,11.26,9th Company,6.8,24000000
6851,"[27, 878, 53]",12611,11.538,The Fury,6.3,24000000
1864,"[80, 18]",1429,16.928,25th Hour,7.4,24000000
8616,"[35, 18]",23514,10.372,The Rum Diary,5.9,24000000
8103,"[10749, 35]",44894,5.706,I Love You in Every Language in the World,6.0,23941317
5811,"[35, 12]",11282,26.109,Harold & Kumar Go to White Castle,6.5,23936908
53,[18],73,32.79,American History X,8.4,23875127
1188,"[18, 53]",4550,23.916,Sympathy for Lady Vengeance,7.5,23803308
3710,"[27, 9648]",18573,9.799,House of Wax,6.9,23800000
3631,[35],432068,9.717,C'est la vie!,6.9,23800000
5799,"[35, 10749]",475303,1.467,A Rainy Day in New York,6.5,23800000
2871,"[18, 36]",68730,24.435,Silence,7.1,23737523
5180,"[35, 18, 10749]",1826,11.047,Russian Dolls,6.6,23727301
6804,"[10751, 14, 12]",13764,25.054,Santa Claus: The Movie,6.3,23717291
8206,"[10751, 35]",14817,14.477,Good Burger,6.0,23700000
523,[18],10774,13.42,Network,7.9,23689877
4330,"[35, 10749]",15144,15.512,Sixteen Candles,6.8,23686027
582,"[18, 10749, 10752]",887,12.554,The Best Years of Our Lives,7.8,23650000
8641,"[18, 53]",2176,11.71,The Glass House,5.9,23619609
5618,[35],339927,8.532,Kevin Hart: What Now?,6.5,23600000
6932,"[28, 12, 80, 9648, 53]",34813,36.666,The Losers,6.3,23580000
5657,[18],112336,10.65,Hitchcock,6.5,23570541
2714,"[80, 18, 10402]",10476,10.43,Hustle & Flow,7.2,23563727
6855,[35],11890,11.869,Oscar,6.3,23562716
5891,[18],8279,8.361,Paris,6.5,23550000
5217,"[18, 28, 53, 80]",13291,10.948,Traitor,6.6,23530831
7271,"[28, 18]",12253,16.1,Biker Boyz,6.2,23510601
7342,[18],347126,33.735,God's Not Dead 2,6.2,23507567
1621,"[16, 28, 14, 878]",39107,69.757,Dragon Ball Z: Fusion Reborn,7.4,23500000
9794,"[53, 27]",203834,16.432,Jessabelle,5.4,23456897
8299,"[18, 36, 10749]",9453,45.42,Caligula,6.0,23438120
4535,"[53, 28, 18]",578701,38.543,Those Who Wish Me Dead,6.8,23384502
4343,"[18, 10749]",13435,9.381,Antwone Fisher,6.8,23367586
2013,"[80, 18, 53, 36]",407448,12.071,Detroit,7.3,23355100
138,"[18, 80, 53]",629,25.836,The Usual Suspects,8.2,23341568
3752,"[10751, 35]",369883,14.27,Middle School: The Worst Years of My Life,6.9,23316139
556,"[18, 28]",59440,37.604,Warrior,7.8,23308615
1796,"[18, 10749]",1245,11.911,The Remains of the Day,7.4,23237911
289,"[9648, 18]",15,26.561,Citizen Kane,8.0,23218000
3143,"[35, 18]",4104,10.122,Benny & Joon,7.1,23202734
842,"[12, 35, 18]",371645,16.748,Hunt for the Wilderpeople,7.7,23200000
2833,"[35, 18]",147773,14.719,The Way Way Back,7.1,23198652
432,"[10751, 16, 878, 18]",10386,49.673,The Iron Giant,7.9,23159305
1453,"[10749, 18, 36]",451480,10.471,The Guernsey Literary & Potato Peel Pie Society,7.5,23148937
9583,"[35, 10751]",20737,13.556,Air Bud,5.5,23144499
416,"[12, 18]",334533,26.292,Captain Fantastic,7.9,23123592
6977,"[35, 18, 10752]",279641,11.637,Whiskey Tango Foxtrot,6.3,23083334
6711,"[80, 18, 28, 53]",41283,21.809,Faster,6.3,23081726
3713,"[28, 53]",634528,71.577,The Marksman,6.9,23076711
7000,"[28, 35, 53, 80, 9648]",10743,12.446,Confidence,6.2,23014206
6535,"[14, 10749, 10751, 35]",14191,23.759,Aquamarine,6.3,23006849
8295,"[35, 10751]",19724,12.707,Imagine That,6.0,23000000
346,"[18, 36]",1578,20.505,Raging Bull,8.0,23000000
7470,"[16, 35, 12, 10751]",121734,52.165,"Tad, the Lost Explorer",6.1,23000000
7611,"[18, 53, 10749]",10170,9.603,The Russia House,6.1,22997992
4825,"[18, 36, 10752]",2016,11.271,Days of Glory,6.7,22963701
1571,"[27, 9648, 53]",576845,47.305,Last Night in Soho,7.4,22957625
8205,"[35, 28, 10751, 18]",10680,18.346,D3: The Mighty Ducks,6.0,22955097
8306,"[28, 80]",9923,13.362,Domino,6.0,22944502
9190,"[28, 80, 18, 53, 9648]",4597,14.119,Armored,5.7,22942221
8939,"[35, 18]",57157,20.572,Young Adult,5.8,22939027
3377,"[18, 80]",10220,16.325,Rounders,7.0,22921898
1857,"[18, 10752]",1116,13.781,The Wind That Shakes the Barley,7.4,22889018
1664,"[35, 18, 14]",492,21.89,Being John Malkovich,7.4,22863596
6712,"[53, 9648, 12]",12403,21.475,A Perfect Getaway,6.3,22852638
8517,[27],11152,18.04,The Ruins,5.9,22818256
8904,"[28, 12, 53, 10752]",15379,14.777,Missing in Action,5.8,22812411
4722,"[18, 10749, 35]",3784,13.492,Frankie and Johnny,6.7,22773535
9158,"[14, 878, 10749]",15668,10.85,Xanadu,5.7,22762571
9534,[53],9623,11.924,The Juror,5.5,22754725
1910,"[18, 36]",14534,15.98,Rudy,7.4,22750363
4570,"[18, 28, 53]",578189,41.091,Black and Blue,6.7,22741061
9619,"[35, 10749]",13401,11.962,The Accidental Husband,5.5,22707064
7071,"[80, 18]",4787,13.19,Cassandra's Dream,6.2,22687639
7037,"[80, 18, 53]",259695,17.118,Live by Night,6.2,22678555
9262,[35],16889,9.695,Revenge of the Nerds II: Nerds in Paradise,5.7,22642033
9330,"[35, 80, 28]",10723,13.342,Bulletproof,5.6,22611954
5794,"[35, 18, 10749]",14429,10.811,Drive Me Crazy,6.5,22593409
6426,"[53, 80, 9648]",339527,28.671,Solace,6.4,22586863
3555,"[18, 35, 10749]",11971,14.441,Much Ado About Nothing,7.0,22551000
8062,"[80, 18]",6346,9.121,The Chamber,6.0,22540359
1357,"[18, 36]",476968,56.828,"Paul, Apostle of Christ",7.5,22525668
9395,"[12, 35]",14361,12.193,Captain Ron,5.6,22518097
7577,"[10751, 16, 35, 12]",9642,17.758,Asterix and the Vikings,6.1,22501596
864,"[28, 53]",11474,20.657,The Warriors,7.7,22490039
8216,"[28, 53, 878]",13460,27.269,Doomsday,6.0,22472631
3397,"[18, 10749]",332872,12.816,Julieta,7.0,22468044
5827,"[80, 53]",302,19.565,Swimming Pool,6.5,22441323
8990,"[80, 18, 9648]",13536,7.694,City by the Sea,5.8,22433915
7307,"[80, 18, 53]",9407,21.824,Red Corner,6.2,22420000
5977,"[35, 18]",523172,9.694,Late Night,6.5,22384741
7748,"[10751, 878, 14, 35]",10208,14.078,Muppets from Space,6.1,22300000
318,"[10402, 18]",12104,14.279,Pink Floyd: The Wall,8.0,22244207
4513,"[18, 35, 10749]",10758,9.115,Waitress,6.8,22240529
4633,"[10749, 35, 18]",3573,25.775,Emma,6.7,22231658
2636,[18],2355,15.253,Reign Over Me,7.2,22222308
6196,[27],14001,47.234,Dead Silence,6.4,22217407
7009,"[10749, 878, 18, 14]",58244,21.086,Upside Down,6.2,22187813
2321,"[16, 10751]",9078,127.914,The Sword in the Stone,7.2,22182353
9803,"[27, 53]",10160,17.586,A Nightmare on Elm Street: The Dream Child,5.4,22168359
8234,[28],8975,16.089,The Marine,6.0,22165608
9414,"[28, 18, 53, 80]",144336,21.741,Sabotage,5.6,22126842
1535,"[35, 18]",565310,15.274,The Farewell,7.5,22110994
745,"[18, 28, 36]",14756,15.096,Ip Man,7.7,22108789
4452,"[28, 80]",9972,16.475,Lock Up,6.8,22099847
2689,[18],336000,20.619,The Glass Castle,7.2,22088533
8132,"[14, 27, 9648]",542224,18.837,Gretel & Hansel,6.0,22059211
7683,"[18, 35]",72358,21.332,A Thousand Words,6.1,22044277
7176,[35],56909,7.071,The Immature,6.2,22043584
9218,"[35, 18]",36298,5.998,"Me, Them and Lara",5.7,22039646
9858,"[35, 10749, 18]",14846,10.111,Little Black Book,5.4,22034832
4172,"[12, 35, 36]",2926,17.967,The Three Musketeers,6.8,22018000
3683,"[80, 18, 28]",13939,20.44,Death Wish,6.9,22000000
4599,"[35, 18, 10749]",13971,26.611,Wild Child,6.7,21972336
3168,"[35, 18, 10751, 10749]",21542,27.14,Love Don't Co$t a Thing,7.1,21964072
9969,"[27, 9648]",9731,28.209,Friday the 13th: A New Beginning,5.3,21930418
5145,"[35, 9648, 53]",766475,62.649,See How They Run,6.6,21921551
6007,"[28, 12, 35, 80, 18, 53]",9404,22.551,Police Story 4: First Strike,6.5,21890845
7019,"[28, 80, 18]",450001,23.82,Master Z: Ip Man Legacy,6.2,21832649
8511,[35],87567,13.637,The Big Wedding,5.9,21819348
5745,"[10749, 35]",24122,27.395,The Rebound,6.5,21791288
6301,"[18, 10749]",1989,16.3,My Blueberry Nights,6.4,21786738
9329,"[18, 10749]",118289,12.576,Diana,5.6,21766271
7986,"[80, 53, 28]",9546,12.481,Ricochet,6.0,21760000
9770,"[53, 28, 80]",442064,16.126,Proud Mary,5.4,21753365
2552,[18],10178,15.915,The Caine Mutiny,7.2,21750000
2242,"[18, 10749]",18183,16.926,Like Water for Chocolate,7.3,21744201
3915,"[53, 9648, 18, 878, 14]",9667,15.449,The Jacket,6.9,21733230
7536,"[27, 53]",9725,26.908,Friday the 13th Part 2,6.1,21722776
2290,[53],10518,14.587,Marathon Man,7.3,21709020
2467,"[35, 80, 18, 9648]",10403,10.97,The Player,7.2,21706101
813,"[35, 18]",580175,22.194,Another Round,7.7,21700000
2221,"[16, 878, 28]",34433,95.755,Dragon Ball Z: Broly – The Legendary Super Saiyan,7.3,21658982
8564,"[28, 80, 18, 53]",6723,12.321,The Rookie,5.9,21633874
7805,"[35, 10751, 878, 18]",11966,11.248,Short Circuit 2,6.1,21630088
1442,[18],809140,49.312,Father Stu,7.5,21591034
3186,[18],103731,12.779,Mud,7.0,21587700
9101,"[35, 28]",13498,15.27,Man of the House,5.7,21577624
4089,[18],253331,8.336,Black or White,6.9,21571189
4487,[18],9469,13.434,He Got Game,6.8,21567853
6587,"[35, 18, 10749]",38093,12.689,Just Wright,6.3,21520719
2235,"[14, 27, 35]",766,27.319,Army of Darkness,7.3,21502976
9515,"[27, 9648, 18]",43931,10.189,My Soul to Take,5.5,21500813
2772,"[10749, 18]",744275,155.433,After We Fell,7.1,21500000
1585,"[18, 36, 12]",9549,13.778,The Right Stuff,7.4,21500000
8519,"[35, 80, 10749]",2321,15.403,Married to the Mob,5.9,21486757
1650,[28],9461,21.986,Enter the Dragon,7.4,21485066
7593,"[18, 10749]",296360,14.645,Love & Friendship,6.1,21401949
4935,[27],790,28.008,The Fog,6.7,21378361
5579,"[28, 80]",486131,17.786,Shaft,6.5,21360215
5360,"[28, 12, 18, 53]",9917,13.591,Waist Deep,6.6,21353303
2597,"[18, 10749, 12, 10402]",16520,12.823,The King and I,7.2,21300000
7207,[35],11025,16.588,New York Minute,6.2,21289826
5889,"[16, 12, 10751]",10957,22.166,The Black Cauldron,6.5,21288692
5352,"[18, 35, 80]",577,11.333,To Die For,6.6,21284514
9951,"[35, 878, 10751]",9612,19.305,Coneheads,5.3,21274717
7838,"[27, 53]",10489,26.889,Cujo,6.1,21200000
4168,[27],8769,24.031,Christine,6.8,21200000
4660,"[14, 35, 10749]",7985,18.261,Penelope,6.7,21156270
7469,"[27, 53]",532671,14.825,The Prodigy,6.1,21150265
5964,"[9648, 53, 80]",16617,18.731,Mindhunters,6.5,21148829
4993,[27],11601,13.849,Stir of Echoes,6.7,21133087
4236,"[18, 14]",84175,9.518,Beasts of the Southern Wild,6.8,21107746
4156,"[27, 35, 53]",9059,17.216,Tales from the Crypt: Demon Knight,6.8,21089146
9024,"[35, 14, 878]",9304,13.307,Multiplicity,5.7,21075014
95,"[18, 10402, 10749]",10376,20.404,The Legend of 1900,8.3,21057208
2060,"[27, 9648]",508642,28.081,Gonjiam: Haunted Asylum,7.3,21041950
3047,"[18, 36, 10749]",11620,18.849,Quo Vadis,7.1,21037000
176,[18],600354,25.575,The Father,8.2,21029340
3773,"[27, 35]",16281,17.233,Creepshow,6.9,21028755
5141,[18],245775,13.225,Yves Saint Laurent,6.6,21026290
5110,"[80, 18, 53]",325789,13.985,The Infiltrator,6.6,21011110
8321,"[28, 12, 18, 53]",11866,15.445,Flight of the Phoenix,6.0,21009180
5009,"[12, 10751, 28]",24767,12.258,Iron Will,6.7,21006361
3486,"[18, 10749]",16153,12.393,Alice Doesn't Live Here Anymore,7.0,21000000
949,"[10751, 16]",14813,52.04,Mickey's Christmas Carol,7.6,21000000
1172,"[28, 12, 10752]",11046,21.468,Where Eagles Dare,7.6,21000000
4072,"[10751, 18]",14012,8.679,Flicka,6.9,21000000
3323,"[18, 10749]",11257,10.692,A Room with a View,7.0,20966644
1498,"[18, 36]",8094,12.986,The Magdalene Sisters,7.5,20957001
1013,"[18, 53]",55,33.814,Amores Perros,7.6,20908467
4446,"[18, 27, 80]",1696,18.371,The Devil's Rejects,6.8,20901859
5381,"[16, 12, 28, 14]",33875,27.21,Pokémon Heroes,6.6,20867919
5649,[35],9352,26.705,EuroTrip,6.5,20796847
6213,"[35, 80, 18, 10749]",8952,17.406,I Love You Phillip Morris,6.4,20768906
3300,"[53, 27, 878]",11336,16.23,The Dead Zone,7.0,20766616
711,[35],583,18.756,Life of Brian,7.8,20745728
787,"[16, 28, 12, 14, 10749, 878]",413594,43.359,Sword Art Online: The Movie – Ordinal Scale,7.7,20725409
1715,"[18, 10402, 10749]",5723,12.934,Once,7.4,20710513
4899,"[18, 36]",10264,13.022,Hamlet,6.7,20710451
2068,"[35, 10751]",850,33.822,A Christmas Story,7.3,20653717
5595,"[28, 27, 9648, 878, 53]",19898,25.127,Pandorum,6.5,20648328
8296,"[35, 18, 10749]",10571,13.674,Boys and Girls,6.0,20627372
7857,"[28, 35, 80]",342521,16.27,Keanu,6.1,20609977
6028,"[28, 53]",9873,10.249,F/X,6.5,20603715
6773,"[18, 10749, 10402]",45272,12.778,Country Strong,6.3,20601987
3493,"[10749, 18]",465914,11.234,If Beale Street Could Talk,7.0,20572691
8625,"[27, 53]",11187,51.717,Child's Play 3,5.9,20560255
731,[35],203217,5.878,My Mom is a Character,7.8,20552094
4225,"[28, 80]",500475,20.391,SuperFly,6.8,20545116
4484,"[28, 80, 53]",11134,30.32,Police Story 3: Super Cop,6.8,20483423
8911,"[27, 9648, 53]",10768,17.457,Omen III: The Final Conflict,5.8,20471382
3155,[35],8764,16.72,Top Secret!,7.1,20458340
7719,"[35, 10749]",23049,13.201,My Life in Ruins,6.1,20455276
9290,"[28, 35]",5146,10.63,The In-Laws,5.7,20440627
4033,[35],4484,10.02,La Cage aux Folles,6.9,20424259
533,"[10752, 18, 36]",14574,73.864,The Boy in the Striped Pyjamas,7.9,20416563
4007,"[18, 80]",9344,20.694,Kids,6.9,20412216
4501,"[18, 36, 80]",352161,11.474,The Clan,6.8,20381995
548,"[18, 53]",71157,12.714,Polisse,7.8,20374201
9553,[18],10802,18.262,Showgirls,5.5,20350754
9663,"[28, 80]",9625,12.591,The Glimmer Man,5.5,20350000
67,"[16, 14, 10749, 18]",533514,62.43,Violet Evergarden: The Movie,8.3,20339624
8836,"[28, 80, 9648, 53]",11851,12.533,The Presidio,5.8,20324096
8190,"[27, 9648, 53]",555974,28.211,Brahms: The Boy II,6.0,20311536
6670,"[28, 14, 27]",9945,14.415,Vampires,6.3,20308772
3615,[18],1630,14.104,The People vs. Larry Flynt,6.9,20300385
3966,"[16, 10751]",175112,39.801,Tinker Bell and the Pirate Fairy,6.9,20300000
7662,"[35, 10749]",10720,13.897,Down with Love,6.1,20298207
3459,[18],130150,14.321,Labor Day,7.0,20275812
564,"[53, 18, 9648]",1018,30.223,Mulholland Drive,7.8,20271129
4252,[35],262551,12.864,Babysitting,6.8,20258904
5455,"[18, 37, 80]",12690,16.646,Appaloosa,6.6,20211394
1035,"[36, 35]",11686,10.684,Love and Death,7.6,20173742
2549,"[12, 14, 10751, 18]",34584,34.675,The NeverEnding Story,7.2,20158808
2349,"[80, 18, 53]",16136,18.906,Juice,7.2,20146880
1152,"[18, 35]",456929,18.288,Champions,7.6,20121318
3023,"[28, 53]",9316,47.248,Ong Bak: Muay Thai Warrior,7.1,20112926
3704,[35],10607,102.503,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.9,20109115
3244,"[18, 10749]",11121,12.598,Tess,7.0,20101247
3247,"[28, 16, 878]",39105,65.352,Dragon Ball Z: Bojack Unbound,7.0,20100000
5803,"[16, 878, 12, 14, 10402]",11827,21.405,Heavy Metal,6.5,20100000
6991,"[35, 18, 10749]",9688,12.494,Melinda and Melinda,6.3,20085825
9479,"[12, 10751]",36355,14.625,Flipper,5.6,20080020
5362,"[18, 35, 10749]",2788,14.88,Reality Bites,6.6,20079850
4157,"[10749, 35]",9058,17.542,Only You,6.8,20059210
3013,"[10749, 35, 18]",2028,15.596,Say Anything...,7.1,20036737
43,"[18, 16, 878, 28]",18491,38.492,Neon Genesis Evangelion: The End of Evangelion,8.4,20000000
2650,"[18, 35]",20283,8.674,Breaking Away,7.2,20000000
913,"[16, 878, 28, 18]",15137,32.024,Evangelion: 1.0 You Are (Not) Alone,7.7,20000000
1527,"[18, 37]",3110,13.564,Shane,7.5,20000000
